0	1
1	1
2	0
3	1
4	0
5	0
6	1
7	1
8	0
9	0
10	0
11	1
12	0
13	1
14	1
15	1
16	1
17	0
18	1
19	1
20	0
21	0
22	0
23	1
24	1
25	0
26	1
27	1
28	1
29	0
30	1
31	0
32	0
33	0
34	0
35	1
36	0
37	1
38	1
39	0
40	0
41	0
42	0
43	0
44	1
45	1
46	0
47	0
48	0
49	1
50	0
51	1
52	1
53	1
54	0
55	1
56	1
57	0
58	0
59	1
60	0
61	1
62	1
63	1
64	0
65	1
66	1
67	0
68	1
69	0
70	1
71	0
72	0
73	1
74	0
75	1
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	1
84	0
85	0
86	0
87	0
88	1
89	1
90	0
91	0
92	0
93	0
94	0
95	0
96	1
97	1
98	1
99	1
100	0
101	0
102	1
103	0
104	1
105	1
106	1
107	0
108	0
109	0
110	0
111	1
112	0
113	0
114	1
115	1
116	0
117	0
118	0
119	1
120	1
121	0
122	1
123	1
124	0
125	0
126	1
127	1
128	1
129	0
130	1
131	1
132	1
133	0
134	1
135	1
136	0
137	0
138	1
139	1
140	0
141	1
142	1
143	1
144	1
145	1
146	0
147	1
148	0
149	1
150	1
151	0
152	1
153	0
154	0
155	1
156	1
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	1
165	1
166	1
167	0
168	1
169	1
170	1
171	0
172	1
173	1
174	0
175	1
176	0
177	0
178	1
179	0
180	1
181	1
182	0
183	1
184	0
185	0
186	1
187	1
188	1
189	0
190	0
191	0
192	0
193	1
194	0
195	1
196	0
197	0
198	1
199	1
200	0
201	0
202	0
203	1
204	1
205	0
206	0
207	1
208	1
209	0
210	0
211	0
212	1
213	1
214	1
215	0
216	0
217	0
218	0
219	0
220	0
221	1
222	0
223	0
224	1
225	1
226	0
227	1
228	1
229	1
230	1
231	1
232	0
233	1
234	0
235	1
236	0
237	1
238	0
239	0
240	1
241	1
242	0
243	1
244	0
245	1
246	0
247	1
248	0
249	0
250	1
251	1
252	0
253	0
254	0
255	1
256	1
257	1
258	0
259	0
260	0
261	0
262	0
263	1
264	1
265	1
266	0
267	1
268	0
269	1
270	0
271	0
272	0
273	0
274	0
275	0
276	1
277	1
278	0
279	0
280	0
281	1
282	1
283	0
284	1
285	0
286	1
287	1
288	0
289	0
290	1
291	0
292	1
293	1
294	0
295	0
296	0
297	1
298	1
299	1
300	1
301	1
302	1
303	1
304	0
305	0
306	0
307	0
308	1
309	1
310	0
311	0
312	1
313	0
314	1
315	0
316	0
317	0
318	1
319	1
320	0
321	1
322	1
323	0
324	0
325	0
326	0
327	1
328	0
329	0
330	1
331	1
332	0
333	1
334	0
335	1
336	1
337	0
338	0
339	0
340	1
341	1
342	0
343	0
344	0
345	0
346	1
347	0
348	1
349	0
350	1
351	0
352	0
353	1
354	0
355	1
356	1
357	0
358	1
359	0
360	1
361	1
362	0
363	1
364	1
365	0
366	0
367	0
368	1
369	0
370	1
371	1
372	1
373	1
374	0
375	0
376	1
377	1
378	1
379	0
380	0
381	1
382	0
383	1
384	1
385	1
386	1
387	1
388	0
389	1
390	1
391	1
392	1
393	0
394	0
395	0
396	1
397	0
398	0
399	0
400	1
401	1
402	0
403	1
404	1
405	0
406	0
407	0
408	1
409	1
410	0
411	1
412	1
413	1
414	1
415	1
416	0
417	0
418	0
419	1
420	1
421	1
422	0
423	0
424	0
425	1
426	1
427	0
428	0
429	0
430	1
431	1
432	1
433	1
434	0
435	1
436	1
437	1
438	0
439	1
440	0
441	0
442	0
443	1
444	1
445	0
446	1
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	1
456	0
457	1
458	1
459	1
460	0
461	1
462	1
463	0
464	1
465	1
466	0
467	1
468	0
469	1
470	1
471	1
472	0
473	0
474	0
475	0
476	1
477	0
478	0
479	0
480	0
481	1
482	1
483	1
484	1
485	0
486	0
487	0
488	0
489	1
490	0
491	0
492	0
493	1
494	0
495	1
496	1
497	0
498	0
499	1
500	1
501	0
502	0
503	1
504	0
505	1
506	1
507	1
508	0
509	1
510	0
511	0
512	1
513	0
514	1
515	0
516	1
517	1
518	1
519	0
520	1
521	1
522	0
523	1
524	0
525	0
526	1
527	0
528	0
529	1
530	1
531	0
532	0
533	1
534	1
535	0
536	0
537	0
538	1
539	1
540	0
541	0
542	1
543	1
544	1
545	0
546	1
547	1
548	0
549	0
550	1
551	0
552	0
553	0
554	0
555	1
556	1
557	1
558	0
559	0
560	1
561	1
562	0
563	1
564	0
565	1
566	0
567	0
568	1
569	0
570	1
571	0
572	1
573	0
574	0
575	1
576	1
577	0
578	0
579	1
580	1
581	0
582	1
583	0
584	1
585	1
586	1
587	0
588	1
589	1
590	0
591	1
592	1
593	1
594	1
595	1
596	0
597	0
598	1
599	1
600	1
601	1
602	1
603	0
604	0
605	1
606	1
607	0
608	0
609	0
610	0
611	1
612	1
613	1
614	1
615	0
616	0
617	1
618	0
619	0
620	1
621	0
622	1
623	1
624	1
625	0
626	0
627	0
628	1
629	1
630	0
631	1
632	1
633	0
634	0
635	0
636	0
637	0
638	0
639	1
640	1
641	1
642	0
643	1
644	0
645	0
646	1
647	1
648	1
649	0
650	1
651	0
652	0
653	0
654	0
655	1
656	0
657	0
658	0
659	1
660	0
661	1
662	0
663	1
664	1
665	0
666	1
667	0
668	1
669	0
670	1
671	1
672	1
673	0
674	0
675	0
676	1
677	1
678	0
679	1
680	1
681	0
682	1
683	1
684	1
685	0
686	0
687	0
688	1
689	0
690	0
691	1
692	0
693	0
694	0
695	1
696	0
697	1
698	0
699	1
700	0
701	0
702	1
703	1
704	1
705	0
706	1
707	1
708	0
709	0
710	0
711	1
712	1
713	0
714	1
715	1
716	1
717	0
718	1
719	0
720	0
721	0
722	1
723	1
724	0
725	1
726	1
727	0
728	1
729	0
730	1
731	1
732	0
733	0
734	0
735	1
736	0
737	0
738	0
739	1
740	0
741	1
742	0
743	1
744	1
745	0
746	0
747	1
748	1
749	0
750	0
751	1
752	0
753	1
754	1
755	0
756	0
757	1
758	0
759	1
760	0
761	1
762	1
763	1
764	1
765	1
766	1
767	0
768	0
769	1
770	1
771	1
772	1
773	0
774	1
775	0
776	1
777	1
778	1
779	0
780	0
781	1
782	1
783	1
784	1
785	0
786	1
787	1
788	1
789	0
790	0
791	1
792	1
793	0
794	1
795	0
796	0
797	1
798	1
799	0
800	1
801	1
802	1
803	1
804	1
805	1
806	1
807	1
808	1
809	0
810	0
811	1
812	0
813	1
