0	1
1	1
2	1
3	0
4	0
5	0
6	0
7	0
8	0
9	1
10	1
11	1
12	0
13	0
14	1
15	0
16	0
17	1
18	1
19	1
20	0
21	1
22	0
23	1
24	1
25	1
26	0
27	1
28	0
29	0
30	1
31	1
32	0
33	0
34	0
35	1
36	0
37	0
38	1
39	0
40	1
41	1
42	0
43	1
44	1
45	0
46	0
47	0
48	0
49	1
50	1
51	1
52	1
53	0
54	1
55	0
56	0
57	0
58	0
59	1
60	1
61	1
62	1
63	0
64	0
65	1
66	0
67	0
68	1
69	1
70	0
71	1
72	0
73	1
74	0
75	1
76	0
77	1
78	0
79	0
80	0
81	1
82	0
83	1
84	1
85	0
86	0
87	1
88	1
89	1
90	1
91	1
92	0
93	0
94	1
95	1
96	0
97	1
98	0
99	0
100	0
101	1
102	0
103	0
104	1
105	0
106	0
107	1
108	1
109	0
110	1
111	1
112	1
113	1
114	0
115	1
116	0
117	1
118	1
119	1
120	1
121	0
122	0
123	1
124	0
125	1
126	1
127	0
128	0
129	1
130	1
131	1
132	0
133	1
134	0
135	1
136	1
137	0
138	0
139	0
140	0
141	1
142	0
143	1
144	0
145	1
146	1
147	1
148	1
149	1
150	1
151	0
152	1
153	0
154	1
155	1
156	0
157	1
158	1
159	1
160	0
161	0
162	0
163	1
164	0
165	0
166	0
167	0
168	0
169	0
170	1
171	0
172	1
173	0
174	0
175	1
176	0
177	0
178	0
179	0
180	0
181	1
182	0
183	0
184	0
185	0
186	1
187	1
188	1
189	1
190	0
191	0
192	0
193	0
194	1
195	1
196	0
197	0
198	1
199	0
200	0
201	1
202	0
203	1
204	0
205	0
206	1
207	0
208	0
209	1
210	0
211	0
212	0
213	1
214	1
215	1
216	0
217	1
218	1
219	0
220	1
221	0
222	0
223	0
224	0
225	0
226	1
227	1
228	0
229	1
230	1
231	1
232	1
233	1
234	1
235	0
236	0
237	0
238	0
239	0
240	1
241	1
242	0
243	0
244	1
245	0
246	0
247	0
248	0
249	0
250	1
251	0
252	0
253	1
254	1
255	0
256	0
257	0
258	0
259	1
260	0
261	0
262	1
263	1
264	0
265	1
266	0
267	1
268	0
269	1
270	0
271	1
272	1
273	1
274	0
275	0
276	0
277	0
278	1
279	1
280	1
281	1
282	1
283	1
284	1
285	1
286	0
287	1
288	0
289	0
290	0
291	1
292	0
293	1
294	1
295	1
296	0
297	1
298	0
299	1
300	1
301	1
302	1
303	1
304	0
305	0
306	1
307	1
308	0
309	1
310	0
311	1
312	0
313	1
314	0
315	0
316	0
317	0
318	1
319	1
320	1
321	0
322	0
323	1
324	1
325	0
326	0
327	1
328	1
329	1
330	1
331	0
332	1
333	1
334	0
335	0
336	1
337	1
338	1
339	0
340	1
341	0
342	1
343	0
344	0
345	1
346	1
347	1
348	1
349	0
350	1
351	0
352	0
353	1
354	1
355	0
356	1
357	1
358	1
359	0
360	1
361	1
362	0
363	0
364	0
365	0
366	0
367	1
368	1
369	0
370	1
371	0
372	0
373	0
374	1
375	0
376	0
377	1
378	0
379	1
380	1
381	1
382	0
383	1
384	0
385	0
386	0
387	0
388	1
389	1
390	0
391	0
392	1
393	0
394	1
395	1
396	1
397	0
398	1
399	1
400	0
401	0
402	0
403	0
404	0
405	1
406	0
407	0
408	1
409	1
410	0
411	0
412	0
413	1
414	1
415	1
416	1
417	0
418	1
419	1
420	0
421	0
422	1
423	0
424	1
425	0
426	0
427	1
428	0
429	0
430	0
431	1
432	0
433	1
434	1
435	0
436	1
437	1
438	0
439	0
440	1
441	1
442	1
443	0
444	1
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	1
455	0
456	1
457	1
458	0
459	0
460	1
461	0
462	0
463	0
464	0
465	1
466	0
467	1
468	0
469	0
470	0
471	0
472	1
473	0
474	0
475	1
476	1
477	1
478	1
479	0
480	1
481	1
482	1
483	1
484	1
485	1
486	1
487	1
488	0
489	1
490	1
491	1
492	0
493	1
494	1
495	0
496	1
497	1
498	1
499	0
500	1
501	0
502	1
503	1
504	0
505	0
506	0
507	1
508	1
509	1
510	1
511	0
512	0
513	0
514	0
515	1
516	0
517	0
518	0
519	1
520	0
521	1
522	0
523	1
524	0
525	1
526	1
527	0
528	0
529	1
530	0
531	1
532	1
533	0
534	1
535	1
536	1
537	1
538	1
539	1
540	0
541	0
542	0
543	1
544	1
545	1
546	0
547	1
548	1
549	0
550	0
551	1
552	1
553	0
554	1
555	1
556	0
557	1
558	1
559	1
560	0
561	1
562	0
563	1
564	1
565	1
566	0
567	0
568	1
569	1
570	0
571	1
572	1
573	1
574	0
575	1
576	1
577	1
578	1
579	0
580	0
581	0
582	1
583	0
584	1
585	0
586	0
587	1
588	1
589	0
590	1
591	1
592	1
593	0
594	1
595	1
596	1
597	1
598	1
599	1
600	0
601	1
602	0
603	0
604	0
605	0
606	0
607	1
608	1
609	0
610	1
611	0
612	0
613	1
614	1
615	0
616	0
617	1
618	1
619	1
620	1
621	0
622	1
623	1
624	0
625	1
626	1
627	0
628	1
629	1
630	1
631	0
632	0
633	1
634	0
635	1
636	0
637	0
638	1
639	1
640	0
641	1
642	1
643	0
644	0
645	0
646	1
647	0
648	1
649	1
650	0
651	1
652	0
653	0
654	1
655	0
656	1
657	1
658	1
659	1
660	0
661	0
662	1
663	1
664	0
665	0
666	1
667	0
668	0
669	0
670	1
671	0
672	1
673	1
674	0
675	1
676	0
677	1
678	1
679	0
680	1
681	0
682	1
683	0
684	1
685	0
686	0
687	0
688	1
689	1
690	1
691	0
692	0
693	1
694	0
695	1
696	0
697	0
698	0
699	1
700	0
701	1
702	0
703	1
704	1
705	1
706	0
707	0
708	1
709	1
710	0
711	0
712	0
713	1
714	1
715	1
716	0
717	1
718	1
719	1
720	1
721	0
722	1
723	1
724	0
725	1
726	1
727	0
728	1
729	0
730	1
731	0
732	0
733	1
734	0
735	1
736	0
737	1
738	0
739	1
740	0
741	0
742	0
743	0
744	0
745	1
746	0
747	0
748	1
749	0
750	0
751	0
752	0
753	1
754	0
755	0
756	0
757	0
758	1
759	1
760	0
761	0
762	1
763	0
764	0
765	1
766	0
767	1
768	1
769	1
770	1
771	1
772	0
773	0
774	1
775	1
776	1
777	0
778	0
779	1
780	0
781	0
782	0
783	0
784	0
785	0
786	1
787	0
788	1
789	1
790	0
791	1
792	1
793	1
794	1
795	0
796	0
797	0
798	1
799	0
800	0
801	1
802	0
803	0
804	1
805	0
806	1
807	1
808	1
809	0
810	0
811	1
812	0
813	1
